SUBJECT,GROUP,ITEM,GRAMM,RULE,ACC,DPRIME,RT,CONF,SOURCE,CHAN,WM,LLAMAB,LLAMAD,LLAMAE,LLAMAF,LLAMATOTAL
2,2,65,1,2,0,0.487642026,1754.88,,,0.275238095,0.85,25,15,10,20,70
2,2,73,1,2,1,0.487642026,711.74,,,0.275238095,0.85,25,15,10,20,70
2,2,77,1,2,1,0.487642026,2052.72,,,0.275238095,0.85,25,15,10,20,70
2,2,9,0,2,1,0.487642026,2185.31,,,0.275238095,0.85,25,15,10,20,70
2,2,18,0,2,1,0.487642026,1127.64,,,0.275238095,0.85,25,15,10,20,70
2,2,20,0,2,0,0.487642026,1597.96,,,0.275238095,0.85,25,15,10,20,70
2,2,22,0,2,0,0.487642026,2219.41,,,0.275238095,0.85,25,15,10,20,70
2,2,24,0,2,0,0.487642026,1628.54,,,0.275238095,0.85,25,15,10,20,70
2,2,31,0,2,1,0.487642026,1023.58,,,0.275238095,0.85,25,15,10,20,70
2,2,36,0,2,1,0.487642026,1253.23,,,0.275238095,0.85,25,15,10,20,70
2,2,42,0,2,1,0.487642026,1565.84,,,0.275238095,0.85,25,15,10,20,70
2,2,47,0,2,1,0.487642026,2205.09,,,0.275238095,0.85,25,15,10,20,70
2,2,48,0,2,1,0.487642026,1292.93,,,0.275238095,0.85,25,15,10,20,70
2,2,57,0,2,0,0.487642026,2453.3,,,0.275238095,0.85,25,15,10,20,70
2,2,61,0,2,1,0.487642026,1321,,,0.275238095,0.85,25,15,10,20,70
2,2,68,0,2,0,0.487642026,2718.36,,,0.275238095,0.85,25,15,10,20,70
2,2,70,0,2,1,0.487642026,1296.71,,,0.275238095,0.85,25,15,10,20,70
2,2,75,0,2,0,0.487642026,2461.86,,,0.275238095,0.85,25,15,10,20,70
2,2,76,0,2,1,0.487642026,686.71,,,0.275238095,0.85,25,15,10,20,70
2,2,2,1,3,1,0.487642026,2691,,,0.275238095,0.85,25,15,10,20,70
2,2,4,1,3,1,0.487642026,2807.15,,,0.275238095,0.85,25,15,10,20,70
2,2,13,1,3,0,0.487642026,2984.03,,,0.275238095,0.85,25,15,10,20,70
2,2,17,1,3,1,0.487642026,1718.29,,,0.275238095,0.85,25,15,10,20,70
2,2,27,1,3,1,0.487642026,1062.28,,,0.275238095,0.85,25,15,10,20,70
2,2,35,1,3,0,0.487642026,2247.06,,,0.275238095,0.85,25,15,10,20,70
2,2,37,1,3,0,0.487642026,1069.29,,,0.275238095,0.85,25,15,10,20,70
2,2,38,1,3,0,0.487642026,880.65,,,0.275238095,0.85,25,15,10,20,70
2,2,43,1,3,,0.487642026,,,,0.275238095,0.85,25,15,10,20,70
2,2,49,1,3,1,0.487642026,992.1,,,0.275238095,0.85,25,15,10,20,70
2,2,50,1,3,0,0.487642026,883.46,,,0.275238095,0.85,25,15,10,20,70
2,2,53,1,3,1,0.487642026,1158.28,,,0.275238095,0.85,25,15,10,20,70
2,2,55,1,3,1,0.487642026,1918.45,,,0.275238095,0.85,25,15,10,20,70
2,2,58,1,3,0,0.487642026,2841.36,,,0.275238095,0.85,25,15,10,20,70
2,2,59,1,3,1,0.487642026,1231.39,,,0.275238095,0.85,25,15,10,20,70
2,2,64,1,3,0,0.487642026,426.78,,,0.275238095,0.85,25,15,10,20,70
2,2,67,1,3,1,0.487642026,1784.31,,,0.275238095,0.85,25,15,10,20,70
2,2,69,1,3,0,0.487642026,924.52,,,0.275238095,0.85,25,15,10,20,70
2,2,71,1,3,1,0.487642026,3197.28,,,0.275238095,0.85,25,15,10,20,70
2,2,80,1,3,1,0.487642026,1011.01,,,0.275238095,0.85,25,15,10,20,70
2,2,5,0,3,1,0.487642026,2553.69,,,0.275238095,0.85,25,15,10,20,70
2,2,8,0,3,1,0.487642026,3431.24,,,0.275238095,0.85,25,15,10,20,70
2,2,10,0,3,0,0.487642026,1150.7,,,0.275238095,0.85,25,15,10,20,70
2,2,12,0,3,1,0.487642026,622.84,,,0.275238095,0.85,25,15,10,20,70
2,2,15,0,3,1,0.487642026,2136.85,,,0.275238095,0.85,25,15,10,20,70
2,2,16,0,3,0,0.487642026,3120.24,,,0.275238095,0.85,25,15,10,20,70
2,2,21,0,3,0,0.487642026,2147.35,,,0.275238095,0.85,25,15,10,20,70
2,2,25,0,3,1,0.487642026,977.27,,,0.275238095,0.85,25,15,10,20,70
2,2,32,0,3,1,0.487642026,926.22,,,0.275238095,0.85,25,15,10,20,70
2,2,33,0,3,1,0.487642026,677.65,,,0.275238095,0.85,25,15,10,20,70
2,2,40,0,3,1,0.487642026,778.38,,,0.275238095,0.85,25,15,10,20,70
2,2,56,0,3,1,0.487642026,1404.61,,,0.275238095,0.85,25,15,10,20,70
2,2,60,0,3,1,0.487642026,1812.92,,,0.275238095,0.85,25,15,10,20,70
2,2,66,0,3,1,0.487642026,962.28,,,0.275238095,0.85,25,15,10,20,70
2,2,74,0,3,1,0.487642026,555.88,,,0.275238095,0.85,25,15,10,20,70
2,2,79,0,3,0,0.487642026,2460.26,,,0.275238095,0.85,25,15,10,20,70
3,3,1,1,1,0,-0.5662966,,1,2,0.065826331,0.725,,,,,
3,3,3,1,1,0,-0.5662966,426.4,5,4,0.065826331,0.725,,,,,
3,3,7,1,1,1,-0.5662966,1155.12,2,2,0.065826331,0.725,,,,,
3,3,11,1,1,0,-0.5662966,1386.01,3,2,0.065826331,0.725,,,,,
3,3,19,1,1,0,-0.5662966,895.21,4,2,0.065826331,0.725,,,,,
3,3,28,1,1,1,-0.5662966,638.43,5,4,0.065826331,0.725,,,,,
3,3,46,1,1,0,-0.5662966,545.88,2,2,0.065826331,0.725,,,,,
3,3,54,1,1,1,-0.5662966,724.25,5,4,0.065826331,0.725,,,,,
3,3,62,1,1,0,-0.5662966,918.92,5,4,0.065826331,0.725,,,,,
3,3,72,1,1,0,-0.5662966,1080.75,2,2,0.065826331,0.725,,,,,
3,3,6,0,1,0,-0.5662966,1345.75,3,3,0.065826331,0.725,,,,,
3,3,14,0,1,1,-0.5662966,1415.47,3,4,0.065826331,0.725,,,,,
3,3,26,0,1,1,-0.5662966,782.28,4,2,0.065826331,0.725,,,,,
3,3,30,0,1,0,-0.5662966,2334.39,2,2,0.065826331,0.725,,,,,
3,3,39,0,1,0,-0.5662966,919.44,4,2,0.065826331,0.725,,,,,
3,3,44,0,1,0,-0.5662966,852.24,3,4,0.065826331,0.725,,,,,
3,3,63,0,1,1,-0.5662966,872.26,5,4,0.065826331,0.725,,,,,
3,3,78,0,1,1,-0.5662966,560.86,2,2,0.065826331,0.725,,,,,
3,3,23,1,2,0,-0.5662966,1007.67,4,2,0.065826331,0.725,,,,,
3,3,29,1,2,0,-0.5662966,598.36,5,4,0.065826331,0.725,,,,,
3,3,34,1,2,0,-0.5662966,2253.82,3,2,0.065826331,0.725,,,,,
3,3,41,1,2,1,-0.5662966,649.62,4,4,0.065826331,0.725,,,,,
3,3,45,1,2,0,-0.5662966,,1,3,0.065826331,0.725,,,,,
3,3,51,1,2,0,-0.5662966,2912.14,4,4,0.065826331,0.725,,,,,
3,3,52,1,2,0,-0.5662966,1717.21,5,2,0.065826331,0.725,,,,,
3,3,65,1,2,0,-0.5662966,594.41,3,4,0.065826331,0.725,,,,,
3,3,73,1,2,0,-0.5662966,1500.62,5,2,0.065826331,0.725,,,,,
3,3,77,1,2,1,-0.5662966,840.44,2,4,0.065826331,0.725,,,,,
3,3,9,0,2,1,-0.5662966,960.77,5,3,0.065826331,0.725,,,,,
3,3,18,0,2,0,-0.5662966,1807,4,4,0.065826331,0.725,,,,,
3,3,20,0,2,1,-0.5662966,772.44,3,2,0.065826331,0.725,,,,,
3,3,22,0,2,0,-0.5662966,322.24,3,2,0.065826331,0.725,,,,,
3,3,24,0,2,0,-0.5662966,370.36,3,2,0.065826331,0.725,,,,,
3,3,31,0,2,1,-0.5662966,948.29,3,2,0.065826331,0.725,,,,,
3,3,36,0,2,0,-0.5662966,1614,4,4,0.065826331,0.725,,,,,
3,3,42,0,2,1,-0.5662966,580.76,1,4,0.065826331,0.725,,,,,
3,3,47,0,2,0,-0.5662966,689.06,3,1,0.065826331,0.725,,,,,
3,3,48,0,2,0,-0.5662966,1377.21,3,4,0.065826331,0.725,,,,,
3,3,57,0,2,0,-0.5662966,1649.36,2,3,0.065826331,0.725,,,,,
3,3,61,0,2,1,-0.5662966,1377.72,4,4,0.065826331,0.725,,,,,
3,3,68,0,2,1,-0.5662966,708.9,3,4,0.065826331,0.725,,,,,
3,3,70,0,2,1,-0.5662966,1510.6,4,2,0.065826331,0.725,,,,,
3,3,75,0,2,1,-0.5662966,738.23,3,2,0.065826331,0.725,,,,,
3,3,76,0,2,1,-0.5662966,1714.67,3,2,0.065826331,0.725,,,,,
3,3,2,1,3,0,-0.5662966,2250.16,1,2,0.065826331,0.725,,,,,
3,3,4,1,3,0,-0.5662966,1646.73,1,2,0.065826331,0.725,,,,,
3,3,13,1,3,1,-0.5662966,2206.21,3,2,0.065826331,0.725,,,,,
3,3,17,1,3,0,-0.5662966,461.2,3,2,0.065826331,0.725,,,,,
3,3,27,1,3,0,-0.5662966,332.28,4,4,0.065826331,0.725,,,,,
3,3,35,1,3,1,-0.5662966,1344.21,4,4,0.065826331,0.725,,,,,
3,3,37,1,3,1,-0.5662966,1589.76,3,2,0.065826331,0.725,,,,,
3,3,38,1,3,0,-0.5662966,1273.45,3,2,0.065826331,0.725,,,,,
3,3,43,1,3,0,-0.5662966,1435.65,2,2,0.065826331,0.725,,,,,
3,3,49,1,3,0,-0.5662966,548.06,5,4,0.065826331,0.725,,,,,
3,3,50,1,3,0,-0.5662966,1798.38,1,2,0.065826331,0.725,,,,,
3,3,53,1,3,0,-0.5662966,1238.25,2,4,0.065826331,0.725,,,,,
3,3,55,1,3,0,-0.5662966,1116.47,3,4,0.065826331,0.725,,,,,
3,3,58,1,3,0,-0.5662966,1588.38,2,4,0.065826331,0.725,,,,,
3,3,59,1,3,1,-0.5662966,2104.76,4,2,0.065826331,0.725,,,,,
3,3,64,1,3,0,-0.5662966,2066.5,3,4,0.065826331,0.725,,,,,
3,3,67,1,3,0,-0.5662966,287.2,4,4,0.065826331,0.725,,,,,
3,3,69,1,3,0,-0.5662966,402.74,3,4,0.065826331,0.725,,,,,
3,3,71,1,3,0,-0.5662966,882.89,3,2,0.065826331,0.725,,,,,
3,3,80,1,3,0,-0.5662966,213.72,3,3,0.065826331,0.725,,,,,
3,3,5,0,3,1,-0.5662966,930.43,2,2,0.065826331,0.725,,,,,
3,3,8,0,3,1,-0.5662966,1119.58,5,4,0.065826331,0.725,,,,,
3,3,10,0,3,1,-0.5662966,1477.98,2,2,0.065826331,0.725,,,,,
3,3,12,0,3,1,-0.5662966,373.82,5,4,0.065826331,0.725,,,,,
3,3,15,0,3,1,-0.5662966,862.73,3,4,0.065826331,0.725,,,,,
3,3,16,0,3,0,-0.5662966,1542.62,4,4,0.065826331,0.725,,,,,
3,3,21,0,3,1,-0.5662966,779.01,4,4,0.065826331,0.725,,,,,
3,3,25,0,3,0,-0.5662966,855.58,4,4,0.065826331,0.725,,,,,
3,3,32,0,3,1,-0.5662966,306.13,2,2,0.065826331,0.725,,,,,
3,3,33,0,3,0,-0.5662966,1753.36,3,4,0.065826331,0.725,,,,,
3,3,40,0,3,0,-0.5662966,290.57,3,2,0.065826331,0.725,,,,,
3,3,56,0,3,0,-0.5662966,2536.25,4,4,0.065826331,0.725,,,,,
3,3,60,0,3,1,-0.5662966,1390.02,2,2,0.065826331,0.725,,,,,
3,3,66,0,3,1,-0.5662966,665.46,5,2,0.065826331,0.725,,,,,
3,3,74,0,3,1,-0.5662966,2576.47,3,2,0.065826331,0.725,,,,,
3,3,79,0,3,0,-0.5662966,975.32,2,2,0.065826331,0.725,,,,,
4,1,1,1,1,1,2.184396937,327.32,5,4,0.623134328,1,75,35,100,50,260
4,1,3,1,1,1,2.184396937,708.1,5,4,0.623134328,1,75,35,100,50,260
4,1,7,1,1,1,2.184396937,60.57,5,4,0.623134328,1,75,35,100,50,260
4,1,11,1,1,1,2.184396937,945.76,5,4,0.623134328,1,75,35,100,50,260
4,1,19,1,1,1,2.184396937,2259.59,5,4,0.623134328,1,75,35,100,50,260
4,1,28,1,1,1,2.184396937,2428.77,5,4,0.623134328,1,75,35,100,50,260
4,1,46,1,1,1,2.184396937,474.46,5,4,0.623134328,1,75,35,100,50,260
4,1,54,1,1,1,2.184396937,1228.66,5,4,0.623134328,1,75,35,100,50,260
4,1,62,1,1,1,2.184396937,722.62,5,4,0.623134328,1,75,35,100,50,260
4,1,72,1,1,1,2.184396937,903.63,5,4,0.623134328,1,75,35,100,50,260
4,1,6,0,1,0,2.184396937,2283.78,5,4,0.623134328,1,75,35,100,50,260
4,1,14,0,1,1,2.184396937,3966.38,5,4,0.623134328,1,75,35,100,50,260
4,1,26,0,1,1,2.184396937,783.05,5,4,0.623134328,1,75,35,100,50,260
4,1,30,0,1,1,2.184396937,3467.7,5,4,0.623134328,1,75,35,100,50,260
4,1,39,0,1,1,2.184396937,1918.43,4,4,0.623134328,1,75,35,100,50,260
4,1,44,0,1,1,2.184396937,380.15,5,4,0.623134328,1,75,35,100,50,260
4,1,63,0,1,1,2.184396937,3572.22,5,4,0.623134328,1,75,35,100,50,260
4,1,78,0,1,1,2.184396937,1281.6,5,4,0.623134328,1,75,35,100,50,260
4,1,23,1,2,0,2.184396937,2227.3,5,4,0.623134328,1,75,35,100,50,260
4,1,29,1,2,1,2.184396937,836.22,5,4,0.623134328,1,75,35,100,50,260
4,1,34,1,2,1,2.184396937,693.96,5,4,0.623134328,1,75,35,100,50,260
4,1,41,1,2,1,2.184396937,145.3,5,4,0.623134328,1,75,35,100,50,260
4,1,45,1,2,1,2.184396937,2266.94,5,4,0.623134328,1,75,35,100,50,260
4,1,51,1,2,1,2.184396937,408.36,5,4,0.623134328,1,75,35,100,50,260
4,1,52,1,2,1,2.184396937,893.75,5,4,0.623134328,1,75,35,100,50,260
4,1,65,1,2,1,2.184396937,687.01,5,4,0.623134328,1,75,35,100,50,260
4,1,73,1,2,1,2.184396937,539.86,5,4,0.623134328,1,75,35,100,50,260
4,1,77,1,2,1,2.184396937,536.9,5,4,0.623134328,1,75,35,100,50,260
4,1,9,0,2,1,2.184396937,536.32,5,4,0.623134328,1,75,35,100,50,260
4,1,18,0,2,1,2.184396937,1363.95,5,4,0.623134328,1,75,35,100,50,260
4,1,20,0,2,1,2.184396937,456.98,5,4,0.623134328,1,75,35,100,50,260
4,1,22,0,2,1,2.184396937,470.42,5,4,0.623134328,1,75,35,100,50,260
4,1,24,0,2,,2.184396937,,4,4,0.623134328,1,75,35,100,50,260
4,1,31,0,2,1,2.184396937,1441.78,5,4,0.623134328,1,75,35,100,50,260
4,1,36,0,2,1,2.184396937,2198.09,4,4,0.623134328,1,75,35,100,50,260
4,1,42,0,2,1,2.184396937,413.37,5,4,0.623134328,1,75,35,100,50,260
4,1,47,0,2,1,2.184396937,1385.92,5,4,0.623134328,1,75,35,100,50,260
4,1,48,0,2,1,2.184396937,1145.06,5,4,0.623134328,1,75,35,100,50,260
4,1,57,0,2,1,2.184396937,347.46,5,4,0.623134328,1,75,35,100,50,260
4,1,61,0,2,1,2.184396937,1101.09,5,4,0.623134328,1,75,35,100,50,260
4,1,68,0,2,1,2.184396937,1010.49,5,4,0.623134328,1,75,35,100,50,260
4,1,70,0,2,1,2.184396937,532.85,5,4,0.623134328,1,75,35,100,50,260
4,1,75,0,2,1,2.184396937,1714.05,4,4,0.623134328,1,75,35,100,50,260
4,1,76,0,2,0,2.184396937,626.85,,,0.623134328,1,75,35,100,50,260
4,1,2,1,3,0,2.184396937,693.29,3,,0.623134328,1,75,35,100,50,260
4,1,4,1,3,,2.184396937,,2,2,0.623134328,1,75,35,100,50,260
4,1,13,1,3,0,2.184396937,2405,2,4,0.623134328,1,75,35,100,50,260
4,1,17,1,3,1,2.184396937,3522.57,4,4,0.623134328,1,75,35,100,50,260
4,1,27,1,3,0,2.184396937,3947.78,3,3,0.623134328,1,75,35,100,50,260
4,1,35,1,3,1,2.184396937,1543.97,3,3,0.623134328,1,75,35,100,50,260
4,1,37,1,3,1,2.184396937,2446.12,4,3,0.623134328,1,75,35,100,50,260
4,1,38,1,3,1,2.184396937,1201.53,3,4,0.623134328,1,75,35,100,50,260
4,1,43,1,3,1,2.184396937,995.92,4,4,0.623134328,1,75,35,100,50,260
4,1,49,1,3,1,2.184396937,2075.58,3,3,0.623134328,1,75,35,100,50,260
4,1,50,1,3,1,2.184396937,990.28,3,3,0.623134328,1,75,35,100,50,260
4,1,53,1,3,1,2.184396937,1742.36,4,3,0.623134328,1,75,35,100,50,260
4,1,55,1,3,1,2.184396937,309.94,4,3,0.623134328,1,75,35,100,50,260
4,1,58,1,3,1,2.184396937,1855.47,4,3,0.623134328,1,75,35,100,50,260
4,1,59,1,3,1,2.184396937,1796.18,3,3,0.623134328,1,75,35,100,50,260
4,1,64,1,3,1,2.184396937,974.88,3,3,0.623134328,1,75,35,100,50,260
4,1,67,1,3,1,2.184396937,1356.48,3,3,0.623134328,1,75,35,100,50,260
4,1,69,1,3,1,2.184396937,1264.63,3,3,0.623134328,1,75,35,100,50,260
4,1,71,1,3,1,2.184396937,2065.42,3,3,0.623134328,1,75,35,100,50,260
4,1,80,1,3,1,2.184396937,1543.15,3,3,0.623134328,1,75,35,100,50,260
4,1,5,0,3,0,2.184396937,1036.39,4,4,0.623134328,1,75,35,100,50,260
4,1,8,0,3,0,2.184396937,3015.67,4,4,0.623134328,1,75,35,100,50,260
4,1,10,0,3,0,2.184396937,29.65,4,4,0.623134328,1,75,35,100,50,260
4,1,12,0,3,0,2.184396937,77.63,5,4,0.623134328,1,75,35,100,50,260
4,1,15,0,3,1,2.184396937,789.88,5,4,0.623134328,1,75,35,100,50,260
4,1,16,0,3,1,2.184396937,2444.53,4,3,0.623134328,1,75,35,100,50,260
4,1,21,0,3,1,2.184396937,1567.05,5,4,0.623134328,1,75,35,100,50,260
4,1,25,0,3,1,2.184396937,537.55,5,4,0.623134328,1,75,35,100,50,260
4,1,32,0,3,0,2.184396937,3679.04,,4,0.623134328,1,75,35,100,50,260
4,1,33,0,3,1,2.184396937,470.51,5,4,0.623134328,1,75,35,100,50,260
4,1,40,0,3,1,2.184396937,1625.22,5,4,0.623134328,1,75,35,100,50,260
4,1,56,0,3,1,2.184396937,1827.38,3,3,0.623134328,1,75,35,100,50,260
4,1,60,0,3,1,2.184396937,3880.96,2,3,0.623134328,1,75,35,100,50,260
4,1,66,0,3,1,2.184396937,2038.4,,4,0.623134328,1,75,35,100,50,260
4,1,74,0,3,1,2.184396937,2528.01,3,3,0.623134328,1,75,35,100,50,260
4,1,79,0,3,1,2.184396937,1392.44,5,4,0.623134328,1,75,35,100,50,260
5,2,1,1,1,0,-0.723421473,3893.95,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,3,1,1,1,-0.723421473,3.23,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,7,1,1,1,-0.723421473,2111.87,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,11,1,1,1,-0.723421473,358.32,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,19,1,1,1,-0.723421473,961.45,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,28,1,1,1,-0.723421473,2725.91,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,46,1,1,1,-0.723421473,627.41,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,54,1,1,0,-0.723421473,467.16,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,62,1,1,1,-0.723421473,1773.92,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,72,1,1,1,-0.723421473,825.9,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,6,0,1,0,-0.723421473,1350.85,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,14,0,1,0,-0.723421473,1884.54,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,26,0,1,0,-0.723421473,1232.82,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,30,0,1,0,-0.723421473,800.77,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,39,0,1,0,-0.723421473,856.22,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,44,0,1,0,-0.723421473,430.35,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,63,0,1,0,-0.723421473,2792.43,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,78,0,1,0,-0.723421473,715.09,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,23,1,2,1,-0.723421473,2303.5,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,29,1,2,1,-0.723421473,4292.8,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,34,1,2,1,-0.723421473,1005.94,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,41,1,2,1,-0.723421473,1365.19,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,45,1,2,1,-0.723421473,576.63,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,51,1,2,1,-0.723421473,808.99,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,52,1,2,1,-0.723421473,2592.79,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,65,1,2,1,-0.723421473,3127.32,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,73,1,2,1,-0.723421473,322.8,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,77,1,2,1,-0.723421473,1752.47,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,9,0,2,1,-0.723421473,2034.89,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,18,0,2,0,-0.723421473,1553.63,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,20,0,2,1,-0.723421473,4373.11,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,22,0,2,1,-0.723421473,3278.17,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,24,0,2,1,-0.723421473,1682.32,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,31,0,2,0,-0.723421473,69.08,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,36,0,2,0,-0.723421473,1003.03,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,42,0,2,0,-0.723421473,228.66,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,47,0,2,0,-0.723421473,2048.12,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,48,0,2,1,-0.723421473,559.44,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,57,0,2,0,-0.723421473,358.07,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,61,0,2,1,-0.723421473,1107.21,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,68,0,2,0,-0.723421473,440.04,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,70,0,2,1,-0.723421473,4940.27,4,2,-0.079783638,0.85,40,35,100,60,235
5,2,75,0,2,1,-0.723421473,121.86,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,76,0,2,0,-0.723421473,821.21,4,3,-0.079783638,0.85,40,35,100,60,235
5,2,2,1,3,0,-0.723421473,1318.35,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,4,1,3,0,-0.723421473,1926.03,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,13,1,3,0,-0.723421473,1748.01,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,17,1,3,0,-0.723421473,2437.1,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,27,1,3,0,-0.723421473,4533.91,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,35,1,3,0,-0.723421473,1765.06,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,37,1,3,0,-0.723421473,5361.73,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,38,1,3,0,-0.723421473,3322.72,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,43,1,3,0,-0.723421473,1048.72,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,49,1,3,0,-0.723421473,2136.59,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,50,1,3,0,-0.723421473,3398.28,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,53,1,3,0,-0.723421473,132.98,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,55,1,3,0,-0.723421473,2769.45,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,58,1,3,0,-0.723421473,2760.63,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,59,1,3,0,-0.723421473,1514.3,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,64,1,3,0,-0.723421473,1415.4,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,67,1,3,0,-0.723421473,2082.02,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,69,1,3,0,-0.723421473,2456.04,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,71,1,3,0,-0.723421473,2531.24,4,2,-0.079783638,0.85,40,35,100,60,235
5,2,80,1,3,0,-0.723421473,469.62,3,2,-0.079783638,0.85,40,35,100,60,235
5,2,5,0,3,1,-0.723421473,1187.38,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,8,0,3,1,-0.723421473,3054.55,2,2,-0.079783638,0.85,40,35,100,60,235
5,2,10,0,3,0,-0.723421473,194.9,3,3,-0.079783638,0.85,40,35,100,60,235
5,2,12,0,3,0,-0.723421473,2749.44,2,2,-0.079783638,0.85,40,35,100,60,235
